   2.8627323e-05   7.9503485e-02
   1.5080494e-04   7.9503485e-02
   3.7048653e-04   7.9503485e-02
   6.8750630e-04   7.9503485e-02
   1.1015605e-03   7.9503485e-02
   1.6122459e-03   7.9503485e-02
   2.2190642e-03   7.9503485e-02
   2.9214224e-03   7.9503485e-02
   3.7186346e-03   7.9503485e-02
   4.6099217e-03   7.9503485e-02
   5.5944130e-03   7.9503485e-02
   6.6711465e-03   7.9503485e-02
   7.8390702e-03   7.9503485e-02
   9.0970429e-03   7.9503485e-02
   1.0443836e-02   7.9503485e-02
   1.1878132e-02   7.9503485e-02
   1.3398531e-02   7.9503485e-02
   1.5003547e-02   7.9503485e-02
   1.6691612e-02   7.9503485e-02
   1.8461076e-02   7.9503485e-02
   2.0310211e-02   7.9503485e-02
   2.2237209e-02   7.9503485e-02
   2.4240188e-02   7.9503485e-02
   2.6317191e-02   7.9503485e-02
   2.8466188e-02   7.9503485e-02
   3.0685080e-02   7.9503485e-02
   3.2971698e-02   7.9503485e-02
   3.5323809e-02   7.9503485e-02
   3.7739114e-02   7.9503485e-02
   4.0215253e-02   7.9503485e-02
   4.2749807e-02   7.9503485e-02
   4.5340299e-02   7.9503485e-02
   4.7984198e-02   7.9503485e-02
   5.0678921e-02   7.9503485e-02
   5.3421835e-02   7.9503485e-02
   5.6210260e-02   7.9503485e-02
   5.9041471e-02   7.9503485e-02
   6.1912702e-02   7.9503485e-02
   6.4821147e-02   7.9503485e-02
   6.7763966e-02   7.9503485e-02
   7.0738281e-02   7.9503485e-02
   7.3741188e-02   7.9503485e-02
   7.6769752e-02   7.9503485e-02
   7.9821014e-02   7.9503485e-02
   8.2891992e-02   7.9503485e-02
   8.5979686e-02   7.9503485e-02
   8.9081080e-02   7.9503485e-02
   9.2193142e-02   7.9503485e-02
   9.5312832e-02   7.9503485e-02
   9.8437102e-02   7.9503485e-02
   1.0156290e-01   7.9503485e-02
   1.0468717e-01   7.9503485e-02
   1.0780686e-01   7.9503485e-02
   1.1091892e-01   7.9503485e-02
   1.1402031e-01   7.9503485e-02
   1.1710801e-01   7.9503485e-02
   1.2017899e-01   7.9503485e-02
   1.2323025e-01   7.9503485e-02
   1.2625881e-01   7.9503485e-02
   1.2926172e-01   7.9503485e-02
   1.3223603e-01   7.9503485e-02
   1.3517885e-01   7.9503485e-02
   1.3808730e-01   7.9503485e-02
   1.4095853e-01   7.9503485e-02
   1.4378974e-01   7.9503485e-02
   1.4657816e-01   7.9503485e-02
   1.4932108e-01   7.9503485e-02
   1.5201580e-01   7.9503485e-02
   1.5465970e-01   7.9503485e-02
   1.5725019e-01   7.9503485e-02
   1.5978475e-01   7.9503485e-02
   1.6226089e-01   7.9503485e-02
   1.6467619e-01   7.9503485e-02
   1.6702830e-01   7.9503485e-02
   1.6931492e-01   7.9503485e-02
   1.7153381e-01   7.9503485e-02
   1.7368281e-01   7.9503485e-02
   1.7575981e-01   7.9503485e-02
   1.7776279e-01   7.9503485e-02
   1.7968979e-01   7.9503485e-02
   1.8153892e-01   7.9503485e-02
   1.8330839e-01   7.9503485e-02
   1.8499645e-01   7.9503485e-02
   1.8660147e-01   7.9503485e-02
   1.8812187e-01   7.9503485e-02
   1.8955616e-01   7.9503485e-02
   1.9090296e-01   7.9503485e-02
   1.9216093e-01   7.9503485e-02
   1.9332885e-01   7.9503485e-02
   1.9440559e-01   7.9503485e-02
   1.9539008e-01   7.9503485e-02
   1.9628137e-01   7.9503485e-02
   1.9707858e-01   7.9503485e-02
   1.9778094e-01   7.9503485e-02
   1.9838775e-01   7.9503485e-02
   1.9889844e-01   7.9503485e-02
   1.9931249e-01   7.9503485e-02
   1.9962951e-01   7.9503485e-02
   1.9984920e-01   7.9503485e-02
   1.9997137e-01   7.9503485e-02
